,codigo_centro,codigo_titulacion,nombre_titulacion,porcentaje_aprobados,creditos_aprobados,creditos_matriculados,anyo
558,2,m088,mu en guion narrativa y creatividad audiovisual (rd1393/07),0.9162946428571429,1642.0,1792.0,2018
559,13,m092,mu en intervencion y mediacion familiar (rd1393/07),0.9057043073341094,1556.0,1718.0,2018
560,3,m095,mu en logica computacion e inteligencia artificial ,0.6346749226006192,1230.0,1938.0,2018
561,6,m099,mu en microelectronica: dño y appsde sistemas m/nano,0.42857142857142855,756.0,1764.0,2018
562,11,m100,mu en nuevas tendencias asistenciales en ciencias de la salud,0.7485486211901307,2063.0,2756.0,2018
563,4,m103,mu en patrimonio artistico andaluz y su proy iberoamericana ,0.8344425956738769,2006.0,2404.0,2018
564,13,m104,mu en psi de la edu avances en inter psicoedu y ne esp,0.8709827666511412,1870.0,2147.0,2018
565,13,m105,mu en psicologia de la intervencion social y comunitaria,0.8823529411764706,2010.0,2278.0,2018
566,20,m106,mu en relaciones juridico-privadas (rd1393/07),0.7768924302788844,390.0,502.0,2018
567,98,m107,mu en seguridad integral en edificacion (rd1393/07),0.8792517006802721,1551.0,1764.0,2018
568,23,m108,mu en seguridad integral en la industria y prev rrll,0.8321179711554043,2567.5,3085.5,2018
569,2,m114,mu en comunicacion institucional y politica (rd1393/2007),0.7744855967078189,1882.0,2430.0,2018
570,12,m115,mu en filosofia y cultura moderna (rd1393/2007),1.0969529085872576,1188.0,1083.0,2018
571,4,m117,mu en antropologia: gestion de la diver cul el patr y el des ,0.744466800804829,1850.0,2485.0,2018
572,4,m121,mu en estudios americanos (rd1393/2007),0.8920634920634921,1686.0,1890.0,2018
573,20,m122,mu en abogacia (rd 1393/2007),1.084898428516673,5661.0,5218.0,2018
574,20,m123,mu en asesoria juridico-mercantil fiscal y laboral ,0.8054054054054054,894.0,1110.0,2018
575,8,m125,mu en consultoria laboral,0.8324022346368715,1043.0,1253.0,2018
576,14,m127,mu en investigacion medica: clinica y experimental ,0.7791970802919708,1708.0,2192.0,2018
577,13,m133,mu en migraciones internacionales salud y bienestar: modelos y estrategias de intervencion,0.8472222222222222,1098.0,1296.0,2018
578,19,m134,mu en especializacion profesional en farmacia,0.8413669064748202,2339.0,2780.0,2018
579,4,m135,m u en estudios historicos avanzados,0.8560541913632514,2022.0,2362.0,2018
580,5,m136,mu en biologia avanzada: investigacion y aplicacion,0.878003696857671,2375.0,2705.0,2018
581,16,m137,mu en estudios lingüisticos literarios y culturales por la us,0.8394160583941606,2300.0,2740.0,2018
582,18,m138,mu en psicopedagogia,0.9027552674230146,3342.0,3702.0,2018
583,18,m139,mu en neceducespecy atena la divad en la escuela por la us ,0.951332560834299,1642.0,1726.0,2018
584,13,m141,mu en psicologia general sanitaria por la universidad de sevilla,0.9331306990881459,3377.0,3619.0,2018
585,45,m142,mu en ingenieria de telecomunicacion por la u de sevilla ,0.7663790348354107,2398.0,3129.0,2018
586,45,m143,mu en ingenieria aeronautica por la universidad de sevilla ,0.7243011868473961,5584.0,7709.5,2018
587,45,m145,mu en ingenieria de caminos canales y puertos por la u s,0.7085050580741851,2836.5,4003.5,2018
588,45,m146,mu en ingenieria industrial por la universidad de sevilla,0.6899639240231233,15874.0,23007.0,2018
589,23,m148,mu en tecnologia e industria alimentaria por la us,0.8090909090909091,1335.0,1650.0,2018
590,302,m149,mu en sist inteligentes en ener y transporte por la usy la um,0.7926829268292683,1170.0,1476.0,2018
591,9,m150,mu en ingenieria agronomica,0.7825242718446602,2418.0,3090.0,2018
592,15,m153,mu en arquitectura ,0.7389781271360218,8649.0,11704.0,2018
593,1,m154,mu en auditoria y contabilidad superior,0.7364174287251211,1369.0,1859.0,2018
594,45,m155,mu en diseño avanzado en ingenieria mecanica ,0.5687103594080338,807.0,1419.0,2018
595,18,m156,mu en formacion y orientacion para el trabajo,0.8936170212765957,1596.0,1786.0,2018
596,302,m157,mu genetica molecular y biotecnologia,0.9931192660550459,1732.0,1744.0,2018
597,4,m158,m u en gestion del territorio instrumentos y tecnicas de intervenc ,0.7906976744186046,1122.0,1419.0,2018
598,45,m160,mu en ingenieria electronica robotica y automatica ,0.5987445678416224,1240.0,2071.0,2018
599,302,m161,mu en investigacion biomedica,0.9567307692307693,2388.0,2496.0,2018
600,17,m162,mu en matematicas,0.6363636363636364,819.0,1287.0,2018
601,45,m163,mu en organizacion industrial y gestion de empresas ,0.5952186905732137,1095.5,1840.5,2018
602,45,m164,mu en sistemas de energia electrica ,0.5226209048361935,670.0,1282.0,2018
603,45,m165,mu en sistemas de energia termica ,0.7578378378378379,701.0,925.0,2018
604,15,m166,mu en ciudad y arquitectura sostenibles ,0.8532289628180039,1308.0,1533.0,2018
605,10,m168,mu en odontologia medico-quirurgica e integral,0.9537037037037037,618.0,648.0,2018
606,15,m169,mu en innovacion en arquitectura: tecnologia y diseño ,0.5666666666666667,986.0,1740.0,2018
607,302,m171,mu en estudios europeos (2012) rd 1393/2007,0.6631657914478619,884.0,1333.0,2018
608,10,m172,mu en odontologia restauradora estetica y funcional,1.0,570.0,570.0,2018
609,1,m174,mu en estudios avanzados en direccion de empresas,0.8973214285714286,1608.0,1792.0,2018
610,16,m175,mu en traduccion e interculturalidad (rd1393/07),0.8390022675736961,1480.0,1764.0,2018
611,8,m177,mu en gestion y desarrollo de recursos humanos,0.9053069719042663,1740.0,1922.0,2018
612,23,m178,mu en diseño e ingenieria de producte instalacinden entornos plm y bim,0.784,588.0,750.0,2018
613,302,m179,muen ingenieria del software: cloud datos y gestion de las tecnologias,0.7937384898710865,1724.0,2172.0,2018
614,3,m180,mu en ingenieria informatica,0.6873065015479877,999.0,1453.5,2018
615,45,m181,mu en ingenieria quimica por la universidad de sevilla,0.9566265060240964,1191.0,1245.0,2018
616,1,m182,mu en consultoria economica y analisis aplicado (rd1393/07),0.8071553228621291,925.0,1146.0,2018
617,45,m183,mu en ingenieria ambiental,0.7486246297079983,884.5,1181.5,2018
618,26,526,grado en enfermeria,0.8954965357967667,13959.0,15588.0,2018
619,28,527,grado en enfermeria,0.9402225755166932,17742.0,18870.0,2018
620,28,528,grado en finanzas y contabilidad,0.693135935397039,3090.0,4458.0,2018
621,28,529,grado en relaciones laborales y recursos humanos,0.8103130755064457,2640.0,3258.0,2018
622,148,531,grado en enfermeria,0.8967452300785634,14382.0,16038.0,2018
623,38,532,grado en turismo,0.8391089108910891,2034.0,2424.0,2018
624,38,537,grado en publicidad y relaciones publicas,0.8870720490546755,10416.0,11742.0,2018
625,38,538,grado en periodismo,0.8276137270550679,6222.0,7518.0,2018
626,38,539,grado en comunicacion audiovisual,0.8721934369602763,9090.0,10422.0,2018
627,28,541,grado en educacion primaria,0.8317419766884879,13023.0,15657.5,2018
628,28,542,grado en fisioterapia,0.9537198009711648,15909.0,16681.0,2018
629,28,544,grado en educacion infantil,0.96962879640045,10344.0,10668.0,2018
630,28,m547,mu en profesorado de eso bachiller fp y enseñanzas de idiomas  ,0.9871931696905016,5550.0,5622.0,2018
631,1,151,grado en administracion y direccion de empresas,0.5526591289782244,63348.0,114624.0,2017
632,5,153,grado en biologia,0.7683500306685749,45096.0,58692.0,2017
633,18,154,grado en ciencias de la actividad fisica y del deporte,0.892202659001078,14898.0,16698.0,2017
634,20,155,grado en derecho,0.7153030874282602,102450.0,143226.0,2017
635,1,156,grado en economia,0.5821819914244879,21996.0,37782.0,2017
636,11,157,grado en enfermeria,0.8592270854215391,46290.0,53874.0,2017
637,19,158,grado en farmacia,0.7094300755321584,74388.0,104856.0,2017
638,16,159,grado en filologia hispanica,0.6483471912390996,19182.0,29586.0,2017
639,12,160,grado en filosofia,0.6508058326937836,10176.0,15636.0,2017
640,7,161,grado en finanzas y contabilidad,0.5098748075249381,45696.0,89622.0,2017
641,6,162,grado en fisica,0.634215258155664,14814.0,23358.0,2017
642,11,163,grado en fisioterapia,0.856480837851615,18482.0,21579.0,2017
643,4,164,grado en geografia y gestion del territorio,0.6556354916067146,8202.0,12510.0,2017
644,4,166,grado en historia,0.65044121833191,27420.0,42156.0,2017
645,4,167,grado en historia del arte,0.6196477376252657,24486.0,39516.0,2017
646,17,171,grado en matematicas,0.6471074380165289,18792.0,29040.0,2017
647,14,172,grado en medicina,0.8803083525259722,106258.5,120706.0,2017
648,10,173,grado en odontologia,0.8399585205668856,21870.0,26037.0,2017
649,18,174,grado en pedagogia,0.9119674185463659,34932.0,38304.0,2017
650,11,175,grado en podologia,0.7673003802281368,12108.0,15780.0,2017
651,13,176,grado en psicologia,0.8580718122702855,54630.0,63666.0,2017
652,22,177,grado en quimica,0.6092341910495839,23830.5,39115.5,2017
653,8,178,grado en relaciones laborales y recursos humanos,0.6581993569131833,36846.0,55980.0,2017
654,7,179,grado en turismo,0.6484934243382721,46746.0,72084.0,2017
655,1,180,grado en marketing e investigacion de mercados,0.6892633228840125,21108.0,30624.0,2017
656,16,181,grado en estudios arabes e islamicos,0.6537530266343826,3240.0,4956.0,2017
657,16,182,grado en estudios franceses,0.6023150062009095,8742.0,14514.0,2017
658,16,183,grado en estudios ingleses,0.6702655383717537,27564.0,41124.0,2017
659,16,184,grado en filologia clasica,0.6888185654008439,3918.0,5688.0,2017
660,16,185,grado en lengua y literatura alemanas,0.6586084905660378,6702.0,10176.0,2017
661,4,188,grado en antropologia social y cultural,0.6515434985968195,8358.0,12828.0,2017
662,21,190,grado en bellas artes,0.8694584837545126,36126.0,41550.0,2017
663,2,192,grado en comunicacion audiovisual,0.8522918773171554,30345.0,35604.0,2017
664,21,193,grado en conservacion y restauracion de bienes culturales,0.820137299771167,10752.0,13110.0,2017
665,18,194,grado en educacion infantil,0.9620758483033932,38560.0,40080.0,2017
666,18,195,grado en educacion primaria,0.8640737724660786,113004.0,130780.5,2017
667,17,196,grado en estadistica,0.6895695364238411,4998.0,7248.0,2017
668,45,197,grado en ingenieria aeroespacial,0.6626472349770414,24894.0,37567.5,2017
669,9,198,grado en ingenieria agricola,0.4766571389682864,21012.0,44082.0,2017
670,45,199,grado en ingenieria de las tecnologias de telecomunicacion,0.573162583518931,23161.5,40410.0,2017
671,23,200,grado en ingenieria electrica,0.4730960264900662,6858.0,14496.0,2017
672,23,201,grado en ingenieria electronica industrial,0.4673699705593719,11430.0,24456.0,2017
673,23,202,grado en ingenieria en diseño industrial y desarrollo del producto,0.5867914532933074,19938.0,33978.0,2017
674,45,203,grado en ingenieria de tecnologias industriales,0.6320618821161473,48046.5,76015.5,2017
675,3,204,grado en ingenieria informatica-ingenieria de computadores,0.4619321817018554,8664.0,18756.0,2017
676,3,205,grado en ingenieria informatica-ingenieria del software,0.6711046390680258,38712.0,57684.0,2017
677,3,206,grado en ingenieria informatica-tecnologias informaticas,0.5435598948554262,17370.0,31956.0,2017
678,23,207,grado en ingenieria mecanica,0.5207003089598352,15168.0,29130.0,2017
679,45,208,grado en ingenieria quimica,0.5431195643339023,10023.0,18454.5,2017
680,23,209,grado en ingenieria quimica industrial,0.4168627450980392,6378.0,15300.0,2017
681,2,210,grado en periodismo,0.7860552259445956,52863.0,67251.0,2017
682,2,211,grado en publicidad y relaciones publicas,0.8800509646887513,29010.0,32964.0,2017
683,14,217,grado en biomedicina basica y experimental,0.9087639850825786,10234.5,11262.0,2017
684,20,218,grado en criminologia,0.9360254083484574,12378.0,13224.0,2017
685,12,219,grado en estudios de asia oriental por la us y la ude malaga,0.8203360620422232,11424.0,13926.0,2017
686,45,221,grado en ingenieria de la energia por la us y la u malaga,0.5700688905003626,9433.5,16548.0,2017
687,6,222,grado en ingenieria de materiales,0.7167149758454107,5563.5,7762.5,2017
688,19,223,grado en optica y optometria,0.9177524429967426,13524.0,14736.0,2017
689,5,224,grado en bioquimica por la u de sevilla y u de malaga,0.8666666666666667,11856.0,13680.0,2017
690,45,225,grado en ingenieria civil,0.5045458895588094,7908.0,15673.5,2017
691,3,226,grado en ingenieria de la salud por la u malaga y la usevilla,0.6915823168094126,11991.0,17338.5,2017
692,45,227,grado en ingenieria de organizacion industrial por la u m y us,0.6671598849157419,12174.0,18247.5,2017
693,45,228,grado en ingenieria electronica robotica y mecatronica (uma-us),0.6695598740302635,13075.5,19528.5,2017
694,15,233,grado en fundamentos de arquitectura,0.7643398268398268,67800.0,88704.0,2017
695,4,242,grado en arqueologia por la u granada u jaen y u sevilla,0.8022900763358779,6306.0,7860.0,2017
696,98,244,grado en edificacion,0.5279348346909439,16527.0,31305.0,2017
697,2,m036,mu en comunicacion y cultura (rd1393/07),0.8452991452991453,989.0,1170.0,2017
698,302,m037,mu en artes del espectaculo vivo (rd1393/07),0.8947368421052632,1122.0,1254.0,2017
699,302,m039,mu en estudios de genero y desarrollo profesional (rd07),0.7988304093567251,1366.0,1710.0,2017
700,15,m040,mu en peritacion y reparacion de edificios,0.7859154929577464,1116.0,1420.0,2017
701,13,m041,mu en psicologia de las organizaciones y del trabajo (07),0.8313953488372093,2574.0,3096.0,2017
702,15,m043,mu en urbanismo planeamiento y diseño urbano ,0.8900939985538684,1231.0,1383.0,2017
703,302,m044,mu profesorado de eso y bachillerato f p y ede idiomas ,0.9789373320620612,22588.0,23074.0,2017
704,302,m048,mu en gestion de las tec de la informacion y de las comu,0.9212598425196851,702.0,762.0,2017
705,18,m049,mu en actividad fisica y cdad de vida de perso adultas y mayo,0.8274946921443737,1559.0,1884.0,2017
706,4,m050,mu en arqueologia (rd1393/07),0.6833046471600689,794.0,1162.0,2017
707,15,m051,mu en arquitectura y patrimonio historico (rd1393/07),0.8202247191011236,2190.0,2670.0,2017
708,21,m052,mu en arte: idea y produccion (rd1393/07),0.7534930139720559,1510.0,2004.0,2017
709,302,m056,mu en ciencia y tecnologia de nuevos materiales (rd1393/07),0.9420289855072463,650.0,690.0,2017
710,1,m060,mu en consultoria economica y analisis aplicado (rd1393/07),0.8245315161839863,968.0,1174.0,2017
711,20,m061,mu en derecho constitucional (rd1393/07),0.8203703703703704,1329.0,1620.0,2017
712,20,m062,mu en derecho publico (rd1393/07),0.8473804100227791,744.0,878.0,2017
713,7,m063,mu en direccion y planificacion del turismo (rd1393/07),0.7796610169491526,1380.0,1770.0,2017
714,18,m064,mu en direccion evaluacion y calidad de las instituciones de for,0.8849557522123894,1600.0,1808.0,2017
715,4,m067,mu en documentos y libros archivos y bibliotecas ,0.8521341463414634,2236.0,2624.0,2017
716,1,m068,mu en economia y desarrollo (rd1393/07),0.6888217522658611,912.0,1324.0,2017
717,16,m070,mu en endel español como l extranjera y de otras l modernas ,0.9346374045801527,1959.0,2096.0,2017
718,2,m071,mu en escritura creativa (rd1393/07),0.7934322033898306,1498.0,1888.0,2017
719,13,m073,mu en estudios avanzados en cerebro y conducta ,0.9739292364990689,2615.0,2685.0,2017
720,22,m075,mu en estudios avanzados en quimica (rd1393/07),0.9691119691119691,1004.0,1036.0,2017
721,16,m076,mu en estudios hispanicos superiores (rd1393/07),1.2015503875968991,1240.0,1032.0,2017
722,6,m082,mu en fisica nuclear (master interuniversitario) (rd1393/07),0.58,348.0,600.0,2017
723,302,m083,mu en fisiologia y neurociencia (rd1393/07),0.8634020618556701,1675.0,1940.0,2017
724,1,m085,mu en gestion estrategica y negocios internacionales ,0.8040646169880146,1543.0,1919.0,2017
725,98,m086,mu en gestion integral de la edificacion (rd1393/07),0.8362282878411911,674.0,806.0,2017
726,8,m087,mu en gestion y desarrollo de recursos humanos,0.863066538090646,1790.0,2074.0,2017
727,2,m088,mu en guion narrativa y creatividad audiovisual (rd1393/07),0.9119351100811124,1574.0,1726.0,2017
728,3,m090,mu en ingenieria y tecnologia del software,0.7621359223300971,942.0,1236.0,2017
729,13,m092,mu en intervencion y mediacion familiar (rd1393/07),0.9538461538461539,1798.0,1885.0,2017
730,3,m095,mu en logica computacion e inteligencia artificial ,0.5818181818181818,960.0,1650.0,2017
731,6,m099,mu en microelectronica: dño y appsde sistemas m/nano,0.36917562724014336,618.0,1674.0,2017
732,11,m100,mu en nuevas tendencias asistenciales en ciencias de la salud,0.8039878337276107,2379.0,2959.0,2017
733,4,m103,mu en patrimonio artistico andaluz y su proy iberoamericana ,0.8286180631120783,1523.0,1838.0,2017
734,13,m104,mu en psi de la edu avances en inter psicoedu y ne esp,0.8921241050119332,1869.0,2095.0,2017
735,13,m105,mu en psicologia de la intervencion social y comunitaria,0.8513853904282116,2028.0,2382.0,2017
736,20,m106,mu en relaciones juridico-privadas (rd1393/07),0.8776595744680851,330.0,376.0,2017
737,98,m107,mu en seguridad integral en edificacion (rd1393/07),0.8844415752098128,685.0,774.5,2017
738,23,m108,mu en seguridad integral en la industria y prev rrll,0.7877225866916588,2521.5,3201.0,2017
739,2,m114,mu en comunicacion institucional y politica (rd1393/2007),0.8011204481792717,1716.0,2142.0,2017
740,12,m115,mu en filosofia y cultura moderna (rd1393/2007),0.9817518248175182,807.0,822.0,2017
741,4,m117,mu en antropologia: gestion de la diver cul el patr y el des ,0.7230769230769231,1175.0,1625.0,2017
742,4,m121,mu en estudios americanos (rd1393/2007),0.875,1638.0,1872.0,2017
743,20,m122,mu en abogacia (rd 1393/2007),1.1052119797744069,5683.0,5142.0,2017
744,20,m123,mu en asesoria juridico-mercantil fiscal y laboral ,0.9128205128205128,1068.0,1170.0,2017
745,8,m125,mu en consultoria laboral,0.8186813186813187,1341.0,1638.0,2017
746,14,m127,mu en investigacion medica: clinica y experimental ,0.8333333333333334,1560.0,1872.0,2017
747,13,m133,mu en migraciones internacionales salud y bienestar: modelos y estrategias de intervencion,0.8264248704663213,1276.0,1544.0,2017
748,19,m134,mu en especializacion profesional en farmacia,0.8355,1671.0,2000.0,2017
749,4,m135,m u en estudios historicos avanzados,0.8586387434554974,1968.0,2292.0,2017
750,5,m136,mu en biologia avanzada: investigacion y aplicacion,0.8898550724637682,1535.0,1725.0,2017
751,16,m137,mu en estudios lingüisticos literarios y culturales por la us,0.8769716088328076,2224.0,2536.0,2017
752,18,m138,mu en psicopedagogia,0.9066666666666666,3128.0,3450.0,2017
753,18,m139,mu en neceducespecy atena la divad en la escuela por la us ,0.9869138495092693,1810.0,1834.0,2017
754,13,m141,mu en psicologia general sanitaria por la universidad de sevilla,0.9579890771600617,3420.5,3570.5,2017
755,45,m142,mu en ingenieria de telecomunicacion por la u de sevilla ,0.780858978694623,2309.0,2957.0,2017
756,45,m143,mu en ingenieria aeronautica por la universidad de sevilla ,0.7612103536274153,6264.0,8229.0,2017
757,45,m144,mu en ingenieria quimica por la universidad de sevilla,0.826007326007326,1353.0,1638.0,2017
758,45,m145,mu en ingenieria de caminos canales y puertos por la u s,0.7317283817337795,3389.0,4631.5,2017
759,45,m146,mu en ingenieria industrial por la universidad de sevilla,0.6930322966507177,16222.5,23408.0,2017
760,3,m147,mu en ingenieria informatica,0.9086294416243654,1074.0,1182.0,2017
761,23,m148,mu en tecnologia e industria alimentaria por la us,0.8372747747747747,1487.0,1776.0,2017
762,302,m149,mu en sist inteligentes en ener y transporte por la usy la um,0.8977272727272727,948.0,1056.0,2017
763,9,m150,master universitario en ingenieria agronomica,0.8443157132512672,2332.0,2762.0,2017
764,15,m153,mu en arquitectura ,0.8047428395441947,2613.0,3247.0,2017
765,1,m154,master universitario en auditoria y contabilidad superior,0.899556272690601,2230.0,2479.0,2017
766,45,m155,mu en diseño avanzado en ingenieria mecanica ,0.5531702446330504,554.0,1001.5,2017
767,18,m156,mu en formacion y orientacion para el trabajo,0.8433451118963486,1432.0,1698.0,2017
768,302,m157,master universitario genetica molecular y biotecnologia,0.993421052631579,1812.0,1824.0,2017
769,4,m158,m u en gestion del territorio instrumentos y tecnicas de intervenc ,0.8574040219378428,938.0,1094.0,2017
770,45,m159,mu en ingenieria ambiental,0.7678501755754975,984.0,1281.5,2017
771,45,m160,mu en ingenieria electronica robotica y automatica ,0.7452380952380953,1252.0,1680.0,2017
772,302,m161,master universitario en investigacion biomedica,0.9067164179104478,1944.0,2144.0,2017
773,17,m162,master universitario en matematicas,0.6178010471204188,354.0,573.0,2017
774,45,m163,mu en organizacion industrial y gestion de empresas ,0.6931656383483626,1460.5,2107.0,2017
775,45,m164,mu en sistemas de energia electrica ,0.5676375404530745,877.0,1545.0,2017
776,45,m165,mu en sistemas de energia termica ,0.6440329218106996,313.0,486.0,2017
777,15,m166,mu en ciudad y arquitectura sostenibles ,0.8181818181818182,972.0,1188.0,2017
778,10,m168,mu en odontologia medico-quirurgica e integral,0.9693877551020408,570.0,588.0,2017
779,15,m169,mu en innovacion en arquitectura: tecnologia y diseño ,0.5306122448979592,520.0,980.0,2017
780,302,m171,mu en estudios europeos (2012) rd 1393/2007,0.7504488330341114,836.0,1114.0,2017
781,10,m172,master universitario en odontologia restauradora estetica y funcional,1.0,600.0,600.0,2017
782,1,m174,mu en estudios avanzados en direccion de empresas,0.8337195828505214,1439.0,1726.0,2017
783,16,m175,mu en traduccion e interculturalidad (rd1393/07),0.8408602150537634,1564.0,1860.0,2017
784,26,526,grado en enfermeria,0.9126883281902342,15084.0,16527.0,2017
785,28,527,grado en enfermeria,0.9188657597115227,16818.0,18303.0,2017
786,28,528,grado en finanzas y contabilidad,0.6731428571428572,3534.0,5250.0,2017
787,28,529,grado en relaciones laborales y recursos humanos,0.7917981072555205,3012.0,3804.0,2017
788,148,531,grado en enfermeria,0.9275541795665635,13482.0,14535.0,2017
789,38,532,grado en turismo,0.7987804878048781,2358.0,2952.0,2017
790,38,537,grado en publicidad y relaciones publicas,0.8921620199894792,10176.0,11406.0,2017
791,38,538,grado en periodismo,0.8071248650593739,6729.0,8337.0,2017
792,38,539,grado en comunicacion audiovisual,0.8506493506493507,8646.0,10164.0,2017
793,28,541,grado en educacion primaria,0.8401778707821083,12848.0,15292.0,2017
794,28,542,grado en fisioterapia,0.9497169294454252,15601.0,16427.0,2017
795,28,544,grado en educacion infantil,0.9717067793496234,10578.0,10886.0,2017
796,28,m547,mu en profesorado de eso bachiller fp y enseñanzas de idiomas  ,0.9580945558739254,5350.0,5584.0,2017
797,1,151,grado en administracion y direccion de empresas,0.573173183234496,68430.0,119388.0,2016
798,5,153,grado en biologia,0.7690450902771073,47790.0,62142.0,2016
799,18,154,grado en ciencias de la actividad fisica y del deporte,0.9151066608619939,12612.0,13782.0,2016
800,20,155,grado en derecho,0.7020822314939962,107526.0,153153.0,2016
801,1,156,grado en economia,0.5707294693378192,22392.0,39234.0,2016
802,11,157,grado en enfermeria,0.8559275218207932,46482.0,54306.0,2016
803,19,158,grado en farmacia,0.7001846567063958,75078.0,107226.0,2016
804,16,159,grado en filologia hispanica,0.5966317518997741,17430.0,29214.0,2016
805,12,160,grado en filosofia,0.7261050245561013,11532.0,15882.0,2016
806,7,161,grado en finanzas y contabilidad,0.5093564293842457,48342.0,94908.0,2016
807,6,162,grado en fisica,0.6061401207032275,13860.0,22866.0,2016
808,11,163,grado en fisioterapia,0.833310271666436,18067.0,21681.0,2016
809,4,164,grado en geografia y gestion del territorio,0.6484848484848484,8988.0,13860.0,2016
810,20,165,grado en gestion y administracion publica,0.7048772910841876,6807.0,9657.0,2016
811,4,166,grado en historia,0.6546651723171757,28038.0,42828.0,2016
812,4,167,grado en historia del arte,0.6378787878787879,25260.0,39600.0,2016
813,17,171,grado en matematicas,0.6211669505962522,17502.0,28176.0,2016
814,14,172,grado en medicina,0.8885770305652343,110806.0,124700.5,2016
815,10,173,grado en odontologia,0.8179568752209261,20826.0,25461.0,2016
816,18,174,grado en pedagogia,0.9098981077147016,37506.0,41220.0,2016
817,11,175,grado en podologia,0.8468253968253968,12804.0,15120.0,2016
818,13,176,grado en psicologia,0.8683261183261183,57768.0,66528.0,2016
819,22,177,grado en quimica,0.5895186513082615,23184.0,39327.0,2016
820,8,178,grado en relaciones laborales y recursos humanos,0.6552721817402486,36690.0,55992.0,2016
821,7,179,grado en turismo,0.6800129418425949,50442.0,74178.0,2016
822,1,180,grado en marketing e investigacion de mercados,0.7115663149182703,20634.0,28998.0,2016
823,16,181,grado en estudios arabes e islamicos,0.6799163179916318,3900.0,5736.0,2016
824,16,182,grado en estudios franceses,0.6256430550059359,9486.0,15162.0,2016
825,16,183,grado en estudios ingleses,0.686314265025344,28434.0,41430.0,2016
826,16,184,grado en filologia clasica,0.5670995670995671,3144.0,5544.0,2016
827,16,185,grado en lengua y literatura alemanas,0.6736493936052922,7332.0,10884.0,2016
828,4,188,grado en antropologia social y cultural,0.6585933861201677,8484.0,12882.0,2016
829,21,190,grado en bellas artes,0.874816338524831,35724.0,40836.0,2016
830,2,192,grado en comunicacion audiovisual,0.8732686980609419,30264.0,34656.0,2016
831,21,193,grado en conservacion y restauracion de bienes culturales,0.8607191624943105,11346.0,13182.0,2016
832,18,194,grado en educacion infantil,0.9694966954753431,41954.0,43274.0,2016
833,18,195,grado en educacion primaria,0.8712330678534316,118634.5,136168.5,2016
834,17,196,grado en estadistica,0.6368515205724508,4272.0,6708.0,2016
835,45,197,grado en ingenieria aeroespacial,0.6584731283007145,25435.5,44082.0,2016
836,9,198,grado en ingenieria agricola,0.5026665513563378,26155.5,52033.5,2016
837,45,199,grado en ingenieria de las tecnologias de telecomunicacion,0.5786811481768813,27972.0,48337.5,2016
838,23,200,grado en ingenieria electrica,0.5108604845446951,7338.0,14364.0,2016
839,23,201,grado en ingenieria electronica industrial,0.45839675291730086,10842.0,23652.0,2016
840,23,202,grado en ingenieria en diseño industrial y desarrollo del producto,0.5801674746584399,19746.0,34035.0,2016
841,45,203,grado en ingenieria de tecnologias industriales,0.633542580967724,85533.0,135007.5,2016
842,3,204,grado en ingenieria informatica-ingenieria de computadores,0.46047297297297296,8178.0,17760.0,2016
843,3,205,grado en ingenieria informatica-ingenieria del software,0.65146100483498,37188.0,57084.0,2016
844,3,206,grado en ingenieria informatica-tecnologias informaticas,0.5199755401549123,15306.0,29436.0,2016
845,23,207,grado en ingenieria mecanica,0.5225330225330226,16140.0,30888.0,2016
846,45,208,grado en ingenieria quimica,0.5891546294103718,11196.0,19003.5,2016
847,23,209,grado en ingenieria quimica industrial,0.46768507638072854,7164.0,15318.0,2016
848,2,210,grado en periodismo,0.8166773046411964,53739.0,65802.0,2016
849,2,211,grado en publicidad y relaciones publicas,0.8775870069605568,28368.0,32325.0,2016
850,14,217,grado en biomedicina basica y experimental,0.9174193548387096,9598.5,10462.5,2016
851,20,218,grado en criminologia,0.9542697153523099,12270.0,12858.0,2016
852,12,219,grado en estudios de asia oriental,0.8584070796460177,11058.0,12882.0,2016
853,40,221,grado en ingenieria de la energia,0.614413787100705,10588.5,17233.5,2016
854,6,222,grado en ingenieria de materiales,0.6564034756327919,5212.5,7941.0,2016
855,19,223,grado en optica y optometria,0.8805845511482254,12654.0,14370.0,2016
856,5,224,grado en bioquimica por la u de sevilla y u de malaga,0.9125338142470695,12144.0,13308.0,2016
857,45,225,grado en ingenieria civil,0.5775308463814128,12006.0,20788.5,2016
858,3,226,grado en ingenieria de la salud,0.7083409715857012,11592.0,16365.0,2016
859,45,227,grado en ingenieria de organizacion industrial,0.708765623723552,13014.0,18361.5,2016
860,45,228,grado en ingenieria electronica robotica y mecatronica,0.7428313943961986,13600.5,18309.0,2016
861,15,233,grado en fundamentos de arquitectura,0.7742698706099815,62832.0,81150.0,2016
862,4,242,grado en arqueologia por la u granada u jaen y u sevilla,0.7762738853503185,5850.0,7536.0,2016
863,98,244,grado en edificacion,0.5408868525277627,20895.0,38631.0,2016
864,2,m036,mu en comunicacion y cultura (rd1393/07),0.8049698795180723,1069.0,1328.0,2016
865,302,m037,mu en artes del espectaculo vivo (rd1393/07),0.8497942386831275,826.0,972.0,2016
866,302,m039,mu en estudios de genero y desarrollo profesional (rd07),0.8638573743922204,1599.0,1851.0,2016
867,15,m040,mu en peritacion y reparacion de edificios,0.7728706624605678,980.0,1268.0,2016
