,codigo_centro,codigo_titulacion,nombre_titulacion,porcentaje_abandono,numero_abandonos,numero_matriculados,anyo,duracion_carrera
1095,19,223,grado en optica y optometria,0.2222222222222222,,,2015,
1096,5,224,grado en bioquimica por la universidad de sevilla y universidad de malaga,0.11538461538461539,,,2015,
1097,45,225,grado en ingenieria civil,0.1506849315068493,,,2015,
1098,3,226,grado en ingenieria de la salud por la univ de malaga y la univde sevilla,0.21311475409836064,,,2015,
1099,45,227,grado en ingenieria de organizacion industrial por la u malaga y usevilla,0.3103448275862069,,,2015,
1100,45,228,grado en ingenieria electronica robotica y mecatronica (uma-us),0.203125,,,2015,
1101,2,m036,m u en comunicacion y cultura,0.1,,,2015,
1102,302,m037,m u en artes del espectaculo vivo,0.1111111111111111,,,2015,
1103,302,m039,m u en estudios de genero y desarrollo profesional,0.125,,,2015,
1104,15,m040,m u en peritacion y reparacion de edificios,0.14285714285714285,,,2015,
1105,13,m041,m u en psicologia de las organizaciones y del trabajo,0.03333333333333333,,,2015,
1106,15,m042,m u en innovacion en arquitectura: tecnologia y diseño,0.19047619047619047,,,2015,
1107,15,m043,m u en urbanismo planeamiento y diseño urbano,0.18181818181818182,,,2015,
1108,302,m044,m u en profesorado de eso y bachillerato fp y eidiomas,0.014492753623188406,,,2015,
1109,302,m048,m u en gestion de las tecnologias de la informy de las com,0.0,,,2015,
1110,18,m049,m u en actividad fisica y calidad de vida de personas adul,0.08333333333333333,,,2015,
1111,4,m050,m u en arqueologia,0.1875,,,2015,
1112,15,m051,m u en arquitectura y patrimonio historico,0.05714285714285714,,,2015,
1113,21,m052,m u en arte: idea y produccion,0.03125,,,2015,
1114,45,m054,m u en automatica robotica y telematica,0.2,,,2015,
1115,302,m056,m u en ciencia y tecnologia de nuevos materiales,0.0,,,2015,
1116,10,m058,m u en ciencias odontologicas,0.0,,,2015,
1117,15,m059,m u en ciudad y arquitectura sostenibles,0.0,,,2015,
1118,1,m060,m u en consultoria economica y analisis aplicado,0.1,,,2015,
1119,20,m061,m u en derecho constitucional,0.10526315789473684,,,2015,
1120,20,m062,m u en derecho publico,0.06666666666666667,,,2015,
1121,7,m063,m u en direccion y planificacion del turismo,0.08,,,2015,
1122,18,m064,m u en direccion evaluacion y calidad de las instituc de for,0.09523809523809523,,,2015,
1123,45,m065,m u en diseño avanzado en ingenieria mecanica,0.22727272727272727,,,2015,
1124,23,m066,m u en instalaciones y diseño de productos,0.14285714285714285,,,2015,
1125,4,m067,m u en documentos y libros archivos y bibliotecas,0.0,,,2015,
1126,1,m068,m u en economia y desarrollo,0.18181818181818182,,,2015,
1127,45,m069,m u en electronica tratamiento de señal y comunicaciones,0.2727272727272727,,,2015,
1128,16,m070,m u en enseñanza del español como lengua extranjera y otras lengmod,0.0,,,2015,
1129,2,m071,m u en escritura creativa,0.13793103448275862,,,2015,
1130,13,m073,m u en estudios avanzados en cerebro y conducta,0.0,,,2015,
1131,1,m074,m u en estudios avanzados en direccion de empresas,0.16666666666666666,,,2015,
1132,22,m075,m u en estudios avanzados en quimica,0.0,,,2015,
1133,16,m076,m u en estudios hispanicos superiores,0.0,,,2015,
1134,6,m082,m u en fisica nuclear,0.0,,,2015,
1135,302,m083,m u en fisiologia y neurociencia,0.0,,,2015,
1136,1,m085,m u en gestion estrategica y negocios internacionales,0.10714285714285714,,,2015,
1137,98,m086,m u en gestion integral de la edificacion,0.23529411764705882,,,2015,
1138,8,m087,m u en gestion y desarrollo de recursos humanos,0.0,,,2015,
1139,2,m088,m u en guion narrativa y creatividad audiovisual,0.043478260869565216,,,2015,
1140,3,m089,m u en ingenieria de computadores y redes,0.09090909090909091,,,2015,
1141,3,m090,m u en ingenieria y tecnologia del software,0.25,,,2015,
1142,13,m092,m u en intervencion y mediacion familiar,0.0,,,2015,
1143,3,m095,m u en logica computacion e inteligencia artificial,0.14285714285714285,,,2015,
1144,6,m099,m u en microelectronica: diseño y aplicaciones de sistemas,0.45454545454545453,,,2015,
1145,11,m100,m u en nuevas tendencias asistenciales en cc de la salud,0.05128205128205128,,,2015,
1146,4,m101,m u en ordenacion y gestion del desarrollo territorial y local,0.0,,,2015,
1147,45,m102,m u en organizacion industrial y gestion de empresas,0.1111111111111111,,,2015,
1148,4,m103,m u en patrimonio artistico andaluz y su proyeccion iberoameric,0.05263157894736842,,,2015,
1149,13,m104,m u en psicologia de la educacion avances en intervencion,0.02857142857142857,,,2015,
1150,13,m105,m u en psicologia de la intervencion social y comunitaria,0.058823529411764705,,,2015,
1151,20,m106,m u en relaciones juridico-privadas,0.2222222222222222,,,2015,
1152,98,m107,m u en seguridad integral en edificacion,0.058823529411764705,,,2015,
1153,23,m108,m u en seguridad integral en la industria y prevencion riesgos laborales,0.11904761904761904,,,2015,
1154,45,m109,m u en sistemas de energia electrica,0.16666666666666666,,,2015,
1155,45,m110,m u en sistemas de energia termica,0.0,,,2015,
1156,45,m111,m u en ingenieria ambiental,0.06666666666666667,,,2015,
1157,16,m112,m u en traduccion e interculturalidad,0.05555555555555555,,,2015,
1158,8,m113,m u en ciencias del trabajo,0.0,,,2015,
1159,2,m114,m u en comunicacion institucional y politica,0.06451612903225806,,,2015,
1160,12,m115,m u en filosofia y cultura moderna,0.0,,,2015,
1161,18,m116,m u en formacion y orientacion profesional para el empleo,0.1111111111111111,,,2015,
1162,4,m117,m u en antropologia: gestion de la diversidad cultural el paty el des,0.0,,,2015,
1163,4,m121,m u en estudios americanos,0.04,,,2015,
1164,20,m122,m u en abogacia,0.10344827586206896,,,2015,
1165,20,m123,m u en asesoria juridico-mercantil fiscal y laboral,0.1875,,,2015,
1166,8,m125,m u en consultoria laboral,0.16666666666666666,,,2015,
1167,302,m126,m u en estudios europeos,0.0,,,2015,
1168,14,m127,m u en investigacion medica: clinica y experimental,0.0,,,2015,
1169,13,m133,m u en migraciones internacionales salud y bienestar: mod y est de inter,0.0,,,2015,
1170,19,m134,m u en especializacion profesional en farmacia,0.034482758620689655,,,2015,
1171,4,m135,m u en estudios historicos avanzados,0.10256410256410256,,,2015,
1172,5,m136,m u en biologia avanzada: investigacion y aplicacion,0.0,,,2015,
1173,16,m137,m u en estudios lingüisticos literarios y culturales,0.0625,,,2015,
1174,18,m138,m u en psicopedagogia,0.018518518518518517,,,2015,
1175,18,m139,m u en necesid educativas especiales y atencion a la diversen la escuela,0.0,,,2015,
1176,23,m148,m u en tecnologia e industria alimentaria,0.0,,,2015,
